MODEL_DESC,dependent_variable,CNT_EXPSD_HH,UDJ_AVG_EXPSD_HH_PRE,UDJ_AVG_CNTRL_HH_PRE,UDJ_AVG_EXPSD_HH_PST,UDJ_AVG_CNTRL_HH_PST,UDJ_DOD_EFFCT,UDJ_DIFF_EFFCT,ADJ_MEAN_EXPSD_GRP,ADJ_MEAN_CNTRL_GRP,ADJ_DOD_EFFCT,PVAL,TWOTAIL_PVAL,ONETAIL_PVAL,ABS_DIFF,DOL_DIFF,ONETAIL_80_PCT_INTRVL_UB,ONETAIL_80_PCT_INTRVL_LB,ONETAIL_90_PCT_INTRVL_UB,ONETAIL_90_PCT_INTRVL_LB,TWOTAIL_80_PCT_INTRVL_UB,TWOTAIL_80_PCT_INTRVL_LB,TWOTAIL_90_PCT_INTRVL_UB,TWOTAIL_90_PCT_INTRVL_LB,COVAR,CORR_PVAL,unadj_avg_cntrl_hh_pst,idx,CNT_IMPRESSIONS,TWOTAIL_PVAL_to_Campaign,ONETAIL_PVAL_to_Campaign,CNT_Model_HH
Total Campaign,dolhh,949062,4.0255622,4.064193018,4.106708592,4.219950553,-1.76805728,-2.683490241,3.29471867,3.337021155,-1.267672061,0.270072188,72.99278125,86.49639062,-0.042302485,-0.042302485,-0.364893299,-2.230890845,0.308317302,-2.633939678,0.308317302,-2.633939678,0.821135927,-3.035502597,0,0,0,1,5906925,,,26606
Total Campaign,dolocc,,2.640013194,2.640013194,2.683984662,2.652255786,1.196297716,1.196297716,2.434580628,2.394659777,1.667078216,0.005396198,99.46038018,99.73019009,0.039920851,0.039920851,2.160159147,1.196803389,2.32149616,0.65713752,2.32149616,0.65713752,2.443441199,0.461970626,0,0,0,1,,,,10398
Total Campaign,occ,,2.226546034,2.248535819,2.229033571,2.300858092,-2.165919541,-3.121640608,1.931245017,1.978970648,-2.411639161,0.002590101,99.74098986,99.87049493,-0.047725631,-0.047725631,-1.576928371,-3.167108022,-1.294896235,-3.429496072,-1.294896235,-3.429496072,-1.129328639,-3.622228318,0,0,0,1,,,,10398
Total Campaign,pen,,0.684839443,0.684649725,0.686431568,0.691520168,-0.763291939,-0.735857024,0.700739481,0.704169096,-0.487044323,0.345369835,65.4630165,82.73150825,-0.003429616,-0.003429616,-0.069828488,-0.9345097,0.163102289,-1.146596413,0.163102289,-1.146596413,0.376812516,-1.29426435,0,0,0,1,,,,26606
creative_name(CocaColaHoliday),dolhh,949062,4.0255622,4.064487931,4.106708592,4.292107269,-3.412611505,-4.319525718,3.291429466,3.399570398,-3.181017573,0.019131853,98.08681472,99.04340736,-0.108140932,-0.108140932,-2.04934386,-4.285157155,-1.610023294,-4.932919453,-1.610023294,-4.932919453,-1.104539025,-5.436449192,0,0,0,2,5906925,,,26606
creative_name(CocaColaHoliday),dolocc,,2.640013194,2.640013194,2.683984662,2.659504116,0.920492878,0.920492878,2.433380278,2.402953989,1.266203557,0.021802986,97.81970143,98.90985072,0.030426289,0.030426289,1.723673264,0.786417727,1.922834379,0.545773068,1.922834379,0.545773068,2.138838668,0.308999787,0,0,0,2,,,,10398
creative_name(CocaColaHoliday),occ,,2.226546034,2.248749574,2.229033571,2.310789425,-2.577141481,-3.538005337,1.929558745,1.989498466,-3.012805604,0.002021138,99.79788616,99.89894308,-0.059939721,-0.059939721,-2.164731687,-3.832299993,-1.750963229,-4.445379116,-1.750963229,-4.445379116,-1.484930526,-4.759988385,0,0,0,2,,,,10398
creative_name(CocaColaHoliday),pen,,0.684839443,0.684634329,0.686431568,0.698409835,-1.744445878,-1.715077102,0.700997357,0.711104859,-1.421379983,0.041183975,95.88160253,97.94080127,-0.010107502,-0.010107502,-0.897315737,-1.982346902,-0.570318145,-2.348273725,-0.570318145,-2.348273725,-0.218952958,-2.540460723,0,0,0,2,,,,26606
device(Computer),dolhh,595590,4.01607222,3.99561848,4.087766866,4.241833699,-4.114271945,-3.632080948,3.254456771,3.380799016,-3.737052815,0.000873927,99.91260732,99.95630366,-0.126342245,-0.126342245,-2.732720265,-4.875828563,-2.239496801,-5.27138947,-2.239496801,-5.27138947,-1.913245126,-5.50342814,0,0,0,13,3960824,,,16674
device(Computer),dolocc,,2.662811879,2.662811879,2.724356889,2.680288131,1.644179885,1.644179885,2.464383671,2.427791511,1.507220005,0.027097886,97.29021141,98.64510571,0.036592159,0.036592159,2.086751693,0.94698329,2.365261046,0.599222949,2.365261046,0.599222949,2.579933809,0.30827453,0,0,0,13,,,,6511
device(Computer),occ,,2.196262806,2.185082863,2.188937031,2.277446244,-4.3772342,-3.886335999,1.888077479,1.967366617,-4.030216702,1.67E-09,99.99999983,99.99999992,-0.079289138,-0.079289138,-3.479547859,-4.684925445,-3.237773366,-4.976272557,-3.237773366,-4.976272557,-2.950722304,-5.140196263,0,0,0,13,,,,6511
device(Computer),pen,,0.686715297,0.68671362,0.68547063,0.694911736,-1.358846411,-1.358605084,0.699439579,0.707824413,-1.184592355,0.0628195,93.71805,96.859025,-0.008384834,-0.008384834,-0.610691108,-1.792042601,-0.407394079,-2.099156627,-0.407394079,-2.099156627,-0.246592408,-2.284509656,0,0,0,13,,,,16674
device(Smartphone),dolhh,330393,4.110325531,4.108766044,4.13019404,4.334315667,-4.745411509,-4.709431498,3.291019734,3.449677421,-4.599203553,0.010926381,98.90736192,99.45368096,-0.158657687,-0.158657687,-2.743651382,-6.37523489,-2.154713128,-6.880222758,-2.154713128,-6.880222758,-1.737792118,-7.248796669,0,0,0,24,1649473,,,9327
device(Smartphone),dolocc,,2.617075712,2.617075712,2.619813805,2.672131551,-1.957903098,-1.957903098,2.372170883,2.416436554,-1.831857334,0.076568489,92.34315107,96.17157554,-0.04426567,-0.04426567,-1.020218381,-2.760734101,-0.570895688,-3.119619788,-0.570895688,-3.119619788,0.159490162,-3.357006283,0,0,0,24,,,,3649
device(Smartphone),occ,,2.306543543,2.307138224,2.291936613,2.325374739,-1.412393641,-1.437967206,1.977934382,2.008014928,-1.49802404,0.329747285,67.02527148,83.51263574,-0.030080546,-0.030080546,-0.222709108,-2.479264155,0.265236489,-4.065405326,0.265236489,-4.065405326,0.603028027,-4.57844528,0,0,0,24,,,,3649
device(Smartphone),pen,,0.680923424,0.680489731,0.687855837,0.697581663,-1.456391196,-1.394220337,0.701410541,0.710981584,-1.346173156,0.156730496,84.32695041,92.1634752,-0.009571043,-0.009571043,-0.608211559,-2.164802012,-0.123279259,-2.368509637,-0.123279259,-2.368509637,0.726066869,-2.514725338,0,0,0,24,,,,9327
device(Tablet),dolhh,61240,3.888476569,3.855462931,4.200682467,4.234397397,-1.575869295,-0.796215541,3.32312103,3.386583228,-1.87392995,0.528855858,47.1144142,73.5572071,-0.063462197,-0.063462197,0.6033484,-4.275514202,1.726132274,-6.086564854,1.726132274,-6.086564854,2.616082167,-6.943635354,0,0,0,35,296627,,,1713
device(Tablet),dolocc,,2.565864262,2.565864262,2.660298455,2.690882172,-1.136568421,-1.136568421,2.4016845,2.4407906,-1.602189877,0.384765676,61.52343242,80.76171621,-0.0391061,-0.0391061,-0.355551662,-3.025745319,0.571311838,-3.666991435,0.571311838,-3.666991435,1.458594382,-4.26263483,0,0,0,35,,,,678
device(Tablet),occ,,2.154188367,2.136264343,2.200035951,2.273906353,-4.036860393,-3.248612297,1.888054383,1.97469747,-4.387663816,0.096032626,90.39673741,95.19836871,-0.086643086,-0.086643086,-2.437679076,-6.871311494,-1.47471259,-7.494827615,-1.47471259,-7.494827615,-0.318090695,-8.130860021,0,0,0,35,,,,678
device(Tablet),pen,,0.70349681,0.703377132,0.717727711,0.69228571,3.657784979,3.675072355,0.732850079,0.702881076,4.263737386,0.042419408,95.75805921,97.8790296,0.029969003,0.029969003,6.366778124,2.510333835,6.752297899,1.336088374,6.752297899,1.336088374,7.237443405,0.890069978,0,0,0,35,,,,1713
frequency_type_dym(Exposures_g_10_le_11),dolhh,33089,3.848363359,3.814736824,4.569891756,4.368368026,3.843476436,4.613249818,3.668402325,3.471191619,5.681354632,0.402878264,59.71217361,79.85608681,0.197210706,0.197210706,12.25121181,0.338195791,16.23910112,-1.228732442,16.23910112,-1.228732442,21.48244028,-2.424315034,0,0,0,37,363987,,,897
frequency_type_dym(Exposures_g_10_le_11),dolocc,,2.632260421,2.632260421,2.717476215,2.709606346,0.290443255,0.290443255,2.46540909,2.444599145,0.851262047,0.746930937,25.30690632,62.65345316,0.020809945,0.020809945,3.427724979,-1.302709355,4.527498114,-2.594973275,4.527498114,-2.594973275,5.28058359,-4.338571763,0,0,0,37,,,,356
frequency_type_dym(Exposures_g_10_le_11),occ,,2.289608718,2.269941129,2.399813604,2.403079765,-0.954348259,-0.135915629,2.087618209,2.064677832,1.111087496,0.763149973,23.68500271,61.84250135,0.022940377,0.022940377,4.120207373,-2.705185591,7.77747872,-4.387677074,7.77747872,-4.387677074,9.461275441,-5.352281648,0,0,0,37,,,,356
frequency_type_dym(Exposures_g_10_le_11),pen,,0.638536823,0.638444327,0.700749265,0.670860018,4.441574935,4.455362645,0.712733513,0.68758565,3.657415222,0.231442664,76.8557336,88.4278668,0.025147862,0.025147862,5.795114089,0.417549876,6.664059389,-0.241343708,6.664059389,-0.241343708,8.751968049,-0.571358482,0,0,0,37,,,,897
frequency_type_dym(Exposures_g_1_le_2),dolhh,98522,4.181857121,4.170709133,4.495117294,4.353438505,2.998338016,3.254411172,3.589750936,3.46801248,3.51032346,0.248434651,75.15653486,87.57826743,0.121738456,0.121738456,6.203174271,0.958101229,8.534545483,0.129768067,8.534545483,0.129768067,9.825068338,-0.730283977,0,0,0,38,197045,,,2778
frequency_type_dym(Exposures_g_1_le_2),dolocc,,2.646967793,2.646967793,2.767142723,2.664991743,3.833069292,3.833069292,2.511482686,2.405276773,4.415538135,0.01076198,98.92380199,99.46190099,0.106205913,0.106205913,5.875878156,3.145987236,6.439073458,2.315583545,6.439073458,2.315583545,7.049488653,1.351976954,0,0,0,38,,,,1098
frequency_type_dym(Exposures_g_1_le_2),occ,,2.229998429,2.224378561,2.29633504,2.279931122,0.472998961,0.719491848,1.97893112,1.974489457,0.224952456,0.895505991,10.44940094,55.22470047,0.004441663,0.004441663,1.969273339,-1.132154433,2.903685489,-1.95167808,2.903685489,-1.95167808,3.689874422,-3.042101723,0,0,0,38,,,,1098
frequency_type_dym(Exposures_g_1_le_2),pen,,0.708461046,0.708358009,0.707414921,0.716591109,-1.294912042,-1.280533274,0.722274475,0.730299435,-1.098858772,0.551651483,44.83485167,72.41742583,-0.008024959,-0.008024959,0.568987165,-2.482578771,1.581837182,-3.190310222,1.581837182,-3.190310222,2.264449579,-3.815273703,0,0,0,38,,,,2778
frequency_type_dym(Exposures_g_2_le_3),dolhh,68049,3.93078472,3.878140095,3.86635042,4.102374289,-7.036620103,-5.753348002,3.106232357,3.242506374,-4.202737047,0.302177885,69.78221151,84.89110575,-0.136274017,-0.136274017,-1.488138199,-6.925203091,1.328017508,-8.003981932,1.328017508,-8.003981932,3.627762249,-9.078322545,0,0,0,39,204147,,,1919
frequency_type_dym(Exposures_g_2_le_3),dolocc,,2.644319436,2.644319436,2.641958805,2.641669737,0.010942624,0.010942624,2.388302163,2.39708696,-0.366478067,0.874297634,12.57023662,56.28511831,-0.008784798,-0.008784798,1.424612567,-2.091236674,2.338827297,-3.078047783,2.338827297,-3.078047783,3.090040007,-3.634125927,0,0,0,39,,,,739
frequency_type_dym(Exposures_g_2_le_3),occ,,2.213275643,2.183425332,2.14977025,2.27279725,-6.72639458,-5.413021317,1.874833156,1.941122081,-3.414979709,0.137825947,86.2174053,93.10870265,-0.066288925,-0.066288925,-1.208558952,-5.159486257,-0.258600999,-6.187262195,-0.258600999,-6.187262195,0.402553803,-7.24552176,0,0,0,39,,,,739
frequency_type_dym(Exposures_g_2_le_3),pen,,0.671629614,0.671694337,0.680742904,0.683167285,-0.345399833,-0.354873726,0.693715254,0.696735601,-0.433499797,0.813515255,18.64847453,59.32423726,-0.003020347,-0.003020347,1.350637733,-1.959810202,2.085115624,-2.554888158,2.085115624,-2.554888158,2.451445129,-2.898624619,0,0,0,39,,,,1919
frequency_type_dym(Exposures_g_3_le_4),dolhh,53947,3.886983178,3.906684417,4.020282207,4.04554225,-0.137405662,-0.624392017,3.253111714,3.194856624,1.82340232,0.645640682,35.43593183,67.71796592,0.05825509,0.05825509,5.866980171,-2.035174448,7.585869238,-3.906921114,7.585869238,-3.906921114,8.424093301,-4.630358568,0,0,0,40,215791,,,1547
frequency_type_dym(Exposures_g_3_le_4),dolocc,,2.499532477,2.499532477,2.698847153,2.641843988,2.1577037,2.1577037,2.449639006,2.38713351,2.618433191,0.118183261,88.18167389,94.09083695,0.062505496,0.062505496,3.87193135,1.281590781,4.613570685,0.717904077,4.613570685,0.717904077,5.332278422,-0.005059678,0,0,0,40,,,,582
frequency_type_dym(Exposures_g_3_le_4),occ,,2.192599753,2.2040401,2.350852837,2.265995513,4.249684957,3.744814297,2.051015524,1.940684039,5.685185328,0.089059336,91.09406637,95.54703319,0.110331484,0.110331484,8.771291806,2.609021169,9.84564184,0.594007854,9.84564184,0.594007854,10.80012481,-0.211169691,0,0,0,40,,,,582
frequency_type_dym(Exposures_g_3_le_4),pen,,0.709242115,0.709137553,0.633654914,0.675834903,-6.256639045,-6.241167577,0.647479158,0.689659887,-6.116163785,0.002295174,99.77048259,99.88524129,-0.042180728,-0.042180728,-3.870607305,-7.929365224,-3.074018721,-8.399901617,-3.074018721,-8.399901617,-2.761021944,-8.841705468,0,0,0,40,,,,1547
frequency_type_dym(Exposures_g_4_le_5),dolhh,133858,3.982160597,4.008272781,3.782715671,4.062142878,-6.235994891,-6.878812861,3.042715035,3.187491413,-4.542016236,0.078062293,92.19377071,96.09688536,-0.144776377,-0.144776377,-2.648219452,-6.118264924,-1.643129861,-6.99687388,-1.643129861,-6.99687388,-0.208440428,-10.10268478,0,0,0,41,669292,,,3793
frequency_type_dym(Exposures_g_4_le_5),dolocc,,2.671499606,2.671499606,2.635215528,2.66638446,-1.168958677,-1.168958677,2.388138064,2.408583811,-0.84887009,0.50901901,49.09809901,74.5490495,-0.020445748,-0.020445748,0.266053708,-1.960351266,1.021526188,-2.312731963,1.021526188,-2.312731963,1.42325138,-2.746944845,0,0,0,41,,,,1446
frequency_type_dym(Exposures_g_4_le_5),occ,,2.226974244,2.24235918,2.180761416,2.243178109,-2.096657324,-2.78251171,1.899093587,1.915052373,-0.833334162,0.613541896,38.64581038,69.32290519,-0.015958786,-0.015958786,0.475099038,-2.097441282,1.379910672,-2.896122738,1.379910672,-2.896122738,1.966609145,-3.436675326,0,0,0,41,,,,1446
frequency_type_dym(Exposures_g_4_le_5),pen,,0.669342593,0.669109419,0.658232624,0.679203396,-3.121884706,-3.087554096,0.670894304,0.691069483,-2.919414052,0.085129026,91.48709744,95.74354872,-0.02017518,-0.02017518,-1.287993174,-4.338157538,-0.759734218,-4.919533448,-0.759734218,-4.919533448,-0.36324123,-6.198087893,0,0,0,41,,,,3793
frequency_type_dym(Exposures_g_5_le_7),dolhh,123190,4.20044305,4.178104772,4.344804549,4.316480543,0.138671478,0.656182877,3.478172703,3.443203623,1.015597209,0.658977417,34.10225831,67.05112915,0.03496908,0.03496908,3.43320705,-1.286449847,4.03188329,-2.158311299,4.03188329,-2.158311299,4.521944478,-2.748594048,0,0,0,3,788073,,,3536
frequency_type_dym(Exposures_g_5_le_7),dolocc,,2.638084016,2.638084016,2.748366866,2.652031173,3.632524937,3.632524937,2.498320612,2.39183986,4.451834503,0.005600143,99.43998574,99.71999287,0.106480752,0.106480752,6.070837016,3.074899213,6.50475899,2.309135289,6.50475899,2.309135289,7.214144475,1.928734543,0,0,0,3,,,,1368
frequency_type_dym(Exposures_g_5_le_7),occ,,2.357155769,2.344446119,2.295884596,2.308241358,-1.085952827,-0.53533231,1.978368011,2.001875918,-1.174293925,0.540087445,45.99125547,72.99562774,-0.023507907,-0.023507907,0.264812092,-2.542233258,1.223352716,-3.49003348,1.223352716,-3.49003348,1.965341772,-3.977003458,0,0,0,3,,,,1368
frequency_type_dym(Exposures_g_5_le_7),pen,,0.675488866,0.675540303,0.68856586,0.705209142,-2.352755236,-2.360049088,0.703711437,0.719175917,-2.150305542,0.05185892,94.81410804,97.40705402,-0.01546448,-0.01546448,-1.201428218,-2.930075342,-0.738299479,-3.81906394,-0.738299479,-3.81906394,-0.390151955,-4.213979443,0,0,0,3,,,,3536
frequency_type_dym(Exposures_g_7_le_10),dolhh,111973,4.115031934,4.14839094,4.021475175,4.318786707,-6.111728686,-6.88414483,3.187017636,3.452426047,-7.687591489,0.009822942,99.01770581,99.5088529,-0.265408411,-0.265408411,-5.231193455,-9.914142336,-3.738628659,-10.95876477,-3.738628659,-10.95876477,-1.083212146,-11.35043741,0,0,0,4,1012332,,,3143
frequency_type_dym(Exposures_g_7_le_10),dolocc,,2.72299157,2.72299157,2.652170823,2.727610809,-2.765789949,-2.765789949,2.389940132,2.485185388,-3.832521176,0.001199249,99.88007507,99.94003754,-0.095245256,-0.095245256,-2.771282123,-4.857838139,-2.217517637,-5.330392846,-2.217517637,-5.330392846,-1.793832974,-5.757369172,0,0,0,4,,,,1243
frequency_type_dym(Exposures_g_7_le_10),occ,,2.126893852,2.14456502,2.142975743,2.249923776,-3.967995088,-4.753406945,1.84813068,1.938006928,-4.637560736,0.018075417,98.19245826,99.09622913,-0.089876248,-0.089876248,-2.791945937,-6.208142913,-1.550863288,-6.909848591,-1.550863288,-6.909848591,-0.952610406,-7.37276952,0,0,0,4,,,,1243
frequency_type_dym(Exposures_g_7_le_10),pen,,0.710527837,0.71038601,0.707565492,0.70371722,0.526695261,0.546849188,0.721545977,0.716797409,0.66247007,0.714001219,28.59987812,64.29993906,0.004748568,0.004748568,1.815759007,-1.267743089,3.09797845,-1.884167524,3.09797845,-1.884167524,3.821378747,-2.406029012,0,0,0,4,,,,3143
frequency_type_dym(Exposures_ge_11),dolhh,162737,3.98754251,3.950229048,4.057389807,4.079626702,-1.459701154,-0.545071828,3.211570196,3.256541186,-1.380943377,0.596620963,40.33790375,70.16895187,-0.04497099,-0.04497099,0.794269513,-3.689883721,2.285543133,-4.325595011,2.285543133,-4.325595011,3.576739133,-4.723982188,0,0,0,5,2292560,,,4299
frequency_type_dym(Exposures_ge_11),dolocc,,2.657814521,2.657814521,2.739664369,2.682720104,2.1226316,2.1226316,2.475915184,2.432443775,1.787149593,0.102284749,89.77152508,94.88576254,0.043471409,0.043471409,2.365162666,1.066369959,2.860197104,0.703553119,2.860197104,0.703553119,3.359632105,0.385148253,0,0,0,5,,,,1674
frequency_type_dym(Exposures_ge_11),occ,,2.18430372,2.163742653,2.187819042,2.259965128,-4.102149693,-3.192353929,1.881052433,1.95412012,-3.739160482,0.038428725,96.15712751,98.07856375,-0.073067687,-0.073067687,-1.941415555,-5.434804482,-1.117638574,-6.097511531,-1.117638574,-6.097511531,-0.795924628,-6.407838457,0,0,0,5,,,,1674
frequency_type_dym(Exposures_ge_11),pen,,0.686859059,0.686897822,0.67692098,0.672903058,0.602863052,0.597102627,0.689572651,0.68512287,0.649486592,0.623684458,37.63155422,68.81577711,0.004449781,0.004449781,1.594427897,-0.461424017,2.193247883,-1.171684415,2.193247883,-1.171684415,2.807855532,-1.959585381,0,0,0,5,,,,4299
frequency_type_dym(Exposures_le_1),dolhh,163694,3.936820187,3.9368628,4.13009902,4.277167832,-3.437466211,-3.438462508,3.281424553,3.422137027,-4.111830494,0.060103582,93.98964183,96.99482091,-0.140712474,-0.140712474,-2.321880164,-5.817099444,-1.501764269,-6.913568173,-1.501764269,-6.913568173,-0.519180727,-8.003355958,0,0,0,6,163694,,,4694
