MODEL_DESC,dependent_variable,CNT_EXPSD_HH,UDJ_AVG_EXPSD_HH_PRE,UDJ_AVG_CNTRL_HH_PRE,UDJ_AVG_EXPSD_HH_PST,UDJ_AVG_CNTRL_HH_PST,UDJ_DOD_EFFCT,UDJ_DIFF_EFFCT,ADJ_MEAN_EXPSD_GRP,ADJ_MEAN_CNTRL_GRP,ADJ_DOD_EFFCT,PVAL,TWOTAIL_PVAL,ONETAIL_PVAL,ABS_DIFF,DOL_DIFF,ONETAIL_80_PCT_INTRVL_UB,ONETAIL_80_PCT_INTRVL_LB,ONETAIL_90_PCT_INTRVL_UB,ONETAIL_90_PCT_INTRVL_LB,TWOTAIL_80_PCT_INTRVL_UB,TWOTAIL_80_PCT_INTRVL_LB,TWOTAIL_90_PCT_INTRVL_UB,TWOTAIL_90_PCT_INTRVL_LB,COVAR,CORR_PVAL,unadj_avg_cntrl_hh_pst,idx,CNT_IMPRESSIONS,TWOTAIL_PVAL_to_Campaign,ONETAIL_PVAL_to_Campaign,CNT_Model_HH
household_age(45_54),dolhh,204810,4.257453033,4.233249023,4.166715458,4.397290518,-5.794001278,-5.243571205,3.323683129,3.509926056,-5.306178085,0.00289789,99.71021097,99.85510549,-0.186242927,-0.186242927,-3.696855432,-6.915750832,-3.008522465,-7.561463898,-3.008522465,-7.561463898,-2.041654055,-7.877735677,0,0,0,18,1232896,,,6264
household_age(45_54),dolocc,,2.558030688,2.558030688,2.649645637,2.655040045,-0.20317616,-0.20317616,2.401228864,2.404453871,-0.134126401,0.906813196,9.318680402,54.6593402,-0.003225007,-0.003225007,0.773130584,-1.022021274,1.300218424,-1.552070023,1.300218424,-1.552070023,1.658833001,-1.902240698,0,0,0,18,,,,2489
household_age(45_54),occ,,2.331555248,2.318265127,2.238140561,2.302460447,-3.370742221,-2.793528358,1.929050552,1.990108779,-3.068084898,0.033096903,96.69030973,98.34515487,-0.061058227,-0.061058227,-1.722057036,-4.304727578,-1.188776629,-4.930578378,-1.188776629,-4.930578378,-0.759550446,-5.462279884,0,0,0,18,,,,2489
household_age(45_54),pen,,0.713835931,0.713846821,0.70261706,0.719355237,-2.32531663,-2.326830505,0.717533893,0.733545579,-2.18278002,0.038646124,96.13538755,98.06769378,-0.016011686,-0.016011686,-1.239586693,-3.179378464,-0.529141668,-3.512877152,-0.529141668,-3.512877152,-0.280527523,-3.655353998,0,0,0,18,,,,6264
household_age(55_64),dolhh,261623,4.11054885,4.090141716,4.135002581,4.181575767,-1.601796142,-1.113771177,3.300782695,3.329140985,-0.85182005,0.677266234,32.27337661,66.1366883,-0.02835829,-0.02835829,0.946525794,-2.318040647,1.583101866,-3.412438385,1.583101866,-3.412438385,1.999791254,-4.065722083,0,0,0,19,1639098,,,8013
household_age(55_64),dolocc,,2.681197792,2.681197792,2.702770757,2.694467753,0.308150067,0.308150067,2.445582632,2.439276741,0.258514769,0.767735345,23.22646546,61.61323273,0.006305891,0.006305891,0.937986104,-0.385186859,1.467959559,-0.874743293,1.467959559,-0.874743293,1.818954705,-1.296592555,0,0,0,19,,,,3149
household_age(55_64),occ,,2.201003737,2.1901205,2.227251487,2.225061532,-0.390698525,0.098422229,1.925157115,1.919555847,0.291800245,0.811364285,18.86357151,59.43178576,0.005601269,0.005601269,1.549343517,-0.664695503,2.072716494,-1.348492823,2.072716494,-1.348492823,2.323179265,-1.933324668,0,0,0,19,,,,3149
household_age(55_64),pen,,0.696546606,0.696532814,0.68690601,0.697458072,-1.514908866,-1.512931376,0.70108024,0.710988464,-1.393584323,0.184587162,81.54128376,90.77064188,-0.009908224,-0.009908224,-0.528561575,-2.294336358,-0.043166603,-2.500363942,-0.043166603,-2.500363942,0.243583061,-3.051159433,0,0,0,19,,,,8013
household_age(More_Then_65),dolhh,221617,4.22257962,4.160244086,4.265555789,4.107480154,2.330871923,3.848482016,3.360385269,3.276559517,2.558346701,0.198216754,80.17832461,90.0891623,0.083825752,0.083825752,4.382027882,0.678543159,5.21584981,0.131056702,5.21584981,0.131056702,6.29601791,-0.352332493,0,0,0,20,1464467,,,5594
household_age(More_Then_65),dolocc,,2.892767506,2.892767506,2.895965567,2.721755514,6.400650318,6.400650318,2.615804576,2.460931243,6.293281574,3.09E-10,99.99999997,99.99999998,0.154873332,0.154873332,7.290386378,5.374972917,7.647696674,4.958163154,7.647696674,4.958163154,7.911158555,4.642062806,0,0,0,20,,,,2150
household_age(More_Then_65),occ,,2.210590248,2.178452565,2.209432341,2.212340407,-1.584102907,-0.131447489,1.895168478,1.917317644,-1.155216312,0.499984399,50.00156012,75.00078006,-0.022149166,-0.022149166,0.203941772,-2.603681015,1.237308482,-3.243518046,1.237308482,-3.243518046,2.044278586,-3.592225696,0,0,0,20,,,,2150
household_age(More_Then_65),pen,,0.660322456,0.660172489,0.666655591,0.682214733,-2.302663306,-2.280680975,0.677852632,0.69448571,-2.395020861,0.050374385,94.96256146,97.48128073,-0.016633078,-0.016633078,-1.191150483,-3.48315341,-0.789313828,-4.060602713,-0.789313828,-4.060602713,-0.448811442,-4.315732172,0,0,0,20,,,,5594
household_income(100-150K),dolhh,181413,4.173199386,4.160308321,4.189658794,4.309247681,-3.074317413,-2.775168569,3.370917516,3.421145546,-1.468164084,0.556556827,44.34431725,72.17215863,-0.05022803,-0.05022803,0.857912263,-3.631804273,1.755122824,-4.996279363,1.755122824,-4.996279363,2.307410602,-5.28589827,0,0,0,25,1133799,,,5733
household_income(100-150K),dolocc,,2.672732754,2.672732754,2.701714561,2.707119687,-0.199663348,-0.199663348,2.456042171,2.44615601,0.404150883,0.713471909,28.65280906,64.32640453,0.009886161,0.009886161,1.765151202,-0.523648557,2.242446302,-0.836853475,2.242446302,-0.836853475,2.4960119,-1.093536671,0,0,0,25,,,,2298
household_income(100-150K),occ,,2.174410235,2.167789804,2.174555167,2.247010485,-3.519153534,-3.224520692,1.882571253,1.93472433,-2.695633484,0.054228688,94.57713124,97.28856562,-0.052153077,-0.052153077,-1.331865772,-4.027194882,-0.931494063,-4.594141483,-0.931494063,-4.594141483,-0.646929434,-4.967109072,0,0,0,25,,,,2298
household_income(100-150K),pen,,0.718078817,0.718047043,0.713130091,0.708389102,0.664777961,0.66926339,0.729052942,0.722844291,0.858919593,0.46063739,53.93626104,76.96813052,0.006208651,0.006208651,2.116024925,-0.100025777,2.398633256,-0.427016848,2.398633256,-0.427016848,2.626521549,-0.791084528,0,0,0,25,,,,5733
household_income(150-200K),dolhh,70716,3.969942957,4.000348947,4.469561845,4.25135897,5.84775049,5.13254411,3.644059454,3.304862206,10.26358216,0.011178075,98.88219246,99.44109623,0.339197248,0.339197248,13.7320108,6.582805208,16.18988222,5.463827994,16.18988222,5.463827994,18.08362757,4.739138877,0,0,0,28,439048,,,2053
household_income(150-200K),dolocc,,2.644225837,2.644225837,2.700208339,2.723871272,-0.868724363,-0.868724363,2.457154565,2.455748974,0.057236721,0.962152903,3.784709667,51.89235483,0.00140559,0.00140559,1.8988939,-1.702758162,2.375986403,-3.244531215,2.375986403,-3.244531215,3.013649302,-4.07395078,0,0,0,28,,,,854
household_income(150-200K),occ,,2.192597671,2.209711002,2.216753759,2.262793333,-1.278342222,-2.034634519,1.949726239,1.912629424,1.939571493,0.441055929,55.89440715,77.94720357,0.037096815,0.037096815,4.26381744,-0.8337612,4.937680986,-1.797525976,4.937680986,-1.797525976,5.623409047,-2.128656304,0,0,0,28,,,,854
household_income(150-200K),pen,,0.684741695,0.684642875,0.746707001,0.689930159,8.215037541,8.229360754,0.760639557,0.703764524,8.081543164,0.001084211,99.89157892,99.94578946,0.056875034,0.056875034,9.80661546,5.772134861,10.70071407,4.347769609,10.70071407,4.347769609,12.93452326,4.163713347,0,0,0,28,,,,2053
household_income(200KPlus),dolhh,93743,4.385581071,4.342186332,3.967772234,4.609520904,-14.86365768,-13.92224231,3.15906262,3.68304039,-14.2267723,7.78E-09,99.99999922,99.99999961,-0.52397777,-0.52397777,-12.14946188,-16.13166466,-11.10103106,-17.41234659,-11.10103106,-17.41234659,-10.18060085,-18.2774848,0,0,0,30,576856,,,2877
household_income(200KPlus),dolocc,,2.760176834,2.760176834,2.788594844,2.837698857,-1.730416644,-1.730416644,2.534552756,2.566834574,-1.257650879,0.375063534,62.49364663,81.24682331,-0.032281818,-0.032281818,-0.09355939,-2.40448773,0.679061775,-2.826641137,0.679061775,-2.826641137,1.096738271,-3.205736314,0,0,0,30,,,,1176
household_income(200KPlus),occ,,2.14053509,2.119219167,2.044832872,2.208065267,-8.357919519,-7.392553002,1.762134165,1.904984738,-7.498777833,9.40E-05,99.99059892,99.99529946,-0.142850573,-0.142850573,-5.674757952,-9.297596068,-4.896753947,-10.00109237,-4.896753947,-10.00109237,-4.380047668,-10.44196249,0,0,0,30,,,,1176
household_income(200KPlus),pen,,0.742280216,0.742327929,0.695830556,0.735681648,-5.410408125,-5.416893616,0.70732246,0.753236651,-6.095586406,0.000121429,99.98785705,99.99392853,-0.045914191,-0.045914191,-4.380299665,-7.594819258,-3.801203339,-8.053778268,-3.801203339,-8.053778268,-3.520276815,-8.488008301,0,0,0,30,,,,2877
household_income(25-50K),dolhh,154831,4.014901381,3.92970315,3.871077518,4.334488319,-12.65683495,-10.69124582,3.066770732,3.486228439,-12.03184802,1.68E-06,99.99983207,99.99991603,-0.419457707,-0.419457707,-9.339079589,-13.98039396,-8.625563052,-15.62754709,-8.625563052,-15.62754709,-8.262686257,-16.17511736,0,0,0,31,965983,,,3757
household_income(25-50K),dolocc,,2.692472913,2.692472913,2.584254812,2.790951303,-7.40595115,-7.40595115,2.341177777,2.522515185,-7.188753862,2.35E-09,99.99999976,99.99999988,-0.181337408,-0.181337408,-6.088851249,-8.252426333,-5.476399908,-8.720919756,-5.476399908,-8.720919756,-5.046928717,-8.988295477,0,0,0,31,,,,1420
household_income(25-50K),occ,,2.349274312,2.299516672,2.28430795,2.317860497,-3.594270959,-1.4475654,1.962505902,2.015355667,-2.622354249,0.174367246,82.56327538,91.28163769,-0.052849765,-0.052849765,-0.911130817,-4.053111663,-0.300920131,-5.53686883,-0.300920131,-5.53686883,0.083696095,-6.14732358,0,0,0,31,,,,1420
household_income(25-50K),pen,,0.634731146,0.634705589,0.655755411,0.670070313,-2.140142212,-2.136328212,0.667474802,0.685762262,-2.666734699,0.041628668,95.83713324,97.91856662,-0.01828746,-0.01828746,-1.425413338,-3.694754736,-0.800608669,-4.063754918,-0.800608669,-4.063754918,-0.44355007,-4.726431987,0,0,0,31,,,,3757
household_income(50-75K),dolhh,192910,4.181368734,4.122177848,4.348317226,4.330973443,-0.966228568,0.400459238,3.412194719,3.489084404,-2.203720976,0.396106266,60.38937344,80.19468672,-0.076889685,-0.076889685,0.135839192,-4.314555903,0.988462856,-5.853154237,0.988462856,-5.853154237,1.463881654,-6.721288599,0,0,0,26,1200534,,,5364
household_income(50-75K),dolocc,,2.664977771,2.664977771,2.744829141,2.643808214,3.821038419,3.821038419,2.465844571,2.406499749,2.466022351,0.07424836,92.57516399,96.287582,0.059344822,0.059344822,3.813768108,1.360691928,4.239810583,0.627370805,4.239810583,0.627370805,4.505104765,-0.136236003,0,0,0,26,,,,2080
household_income(50-75K),occ,,2.319619807,2.286721011,2.303028842,2.328832545,-2.520683511,-1.108010204,1.971715189,2.025133514,-2.637768061,0.059012879,94.09871215,97.04935607,-0.053418325,-0.053418325,-1.369841109,-4.167023096,-1.032404944,-4.722716076,-1.032404944,-4.722716076,-0.810853212,-5.069666768,0,0,0,26,,,,2080
household_income(50-75K),pen,,0.676406961,0.67642562,0.687870251,0.703399781,-2.205128818,-2.207781602,0.701815407,0.715899412,-1.967316196,0.113554711,88.64452885,94.32226443,-0.014084005,-0.014084005,-0.992327792,-2.927472706,-0.136887124,-3.589175732,-0.136887124,-3.589175732,0.127410052,-3.894893831,0,0,0,26,,,,5364
household_income(75-100K),dolhh,162258,3.839325,3.815023477,4.059253449,4.115166532,-1.949243253,-1.358707667,3.229133323,3.267477132,-1.17349892,0.614437612,38.5562388,69.2781194,-0.038343809,-0.038343809,0.899712166,-3.407333876,1.769380764,-4.260046723,1.769380764,-4.260046723,2.296360861,-4.731932926,0,0,0,27,1024098,,,4844
household_income(75-100K),dolocc,,2.575078815,2.575078815,2.650564937,2.614648228,1.373672704,1.373672704,2.397813383,2.362579284,1.491340402,0.174287816,82.57121841,91.28560921,0.035234099,0.035234099,2.415609652,0.612045738,3.069312226,0.165862628,3.069312226,0.165862628,3.390750212,-0.41386147,0,0,0,27,,,,1882
household_income(75-100K),occ,,2.185279189,2.171300426,2.244572643,2.311778718,-3.511791051,-2.907115381,1.937604675,1.996078414,-2.929430966,0.112466517,88.75334828,94.37667414,-0.058473739,-0.058473739,-1.372719529,-4.156308454,-0.863103116,-6.056377523,-0.863103116,-6.056377523,-0.49832402,-6.729241492,0,0,0,27,,,,1882
household_income(75-100K),pen,,0.6822718,0.682318524,0.682297931,0.680894459,0.212983919,0.206121765,0.695031448,0.692934088,0.302678243,0.818405675,18.15943248,59.07971624,0.002097361,0.002097361,1.652632005,-1.003278549,2.210518583,-1.66633931,2.210518583,-1.66633931,2.55712967,-1.95239004,0,0,0,27,,,,4844
household_income(Less_than_25K),dolhh,93188,3.265667329,3.320458059,3.626970454,3.902371378,-5.65323421,-7.057271017,2.871198277,3.108855855,-7.644535115,0.006311574,99.36884257,99.68442129,-0.237657577,-0.237657577,-5.387221971,-9.724287105,-3.722402378,-10.91236756,-3.722402378,-10.91236756,-2.291666451,-11.96821475,0,0,0,29,566603,,,1978
household_income(Less_than_25K),dolocc,,2.399894491,2.399894491,2.581657981,2.600741434,-0.733769726,-0.733769726,2.335434104,2.35723056,-0.924663751,0.533036991,46.69630088,73.34815044,-0.021796457,-0.021796457,0.29684373,-2.142055365,0.76299247,-2.718972148,0.76299247,-2.718972148,1.302430426,-3.398213059,0,0,0,29,,,,688
household_income(Less_than_25K),occ,,2.191846271,2.22992062,2.335570338,2.272606725,4.44590619,2.770545959,2.004143077,1.96404192,2.041766884,0.400339035,59.96609645,79.98304823,0.040101158,0.040101158,4.301151867,-0.024794289,5.11670353,-1.460164481,5.11670353,-1.460164481,5.815323715,-2.495906629,0,0,0,29,,,,688
household_income(Less_than_25K),pen,,0.620825721,0.620465124,0.60152317,0.660408127,-8.971051554,-8.916449436,0.613428043,0.671637084,-8.666740214,1.66E-07,99.99998336,99.99999168,-0.058209041,-0.058209041,-7.165044716,-10.19553612,-6.36150619,-10.60207767,-6.36150619,-10.60207767,-5.566739962,-10.88830749,0,0,0,29,,,,1978
household_presence_children(1_Child),dolhh,189943,4.259949148,4.196980808,4.109417325,4.432638346,-8.712404006,-7.291842829,3.259102552,3.549958145,-8.193211879,0.001465288,99.85347124,99.92673562,-0.290855592,-0.290855592,-5.890522982,-10.51254015,-4.990826393,-11.57010225,-4.990826393,-11.57010225,-4.205416432,-12.0502329,0,0,0,34,1169690,,,6066
household_presence_children(1_Child),dolocc,,2.634844483,2.634844483,2.639546028,2.710841578,-2.63001534,-2.63001534,2.386925813,2.455786291,-2.804009381,0.013002472,98.69975284,99.34987642,-0.068860478,-0.068860478,-1.769675943,-3.877987129,-1.268955629,-4.251092779,-1.268955629,-4.251092779,-0.847647488,-4.495296486,0,0,0,34,,,,2365
household_presence_children(1_Child),occ,,2.318825089,2.284504775,2.270122611,2.360100868,-5.2666635,-3.812475059,1.95395716,2.043093248,-4.362800771,0.015693277,98.43067226,99.21533613,-0.089136088,-0.089136088,-2.944465593,-6.089428817,-2.301840615,-6.861191548,-2.301840615,-6.861191548,-1.579424422,-7.305212423,0,0,0,34,,,,2365
household_presence_children(1_Child),pen,,0.697238624,0.69725263,0.685806652,0.69277591,-1.003968493,-1.005990223,0.698784723,0.707472442,-1.227993955,0.27600693,72.39930703,86.19965352,-0.008687719,-0.008687719,-0.248781601,-2.211153764,0.042816764,-2.663096151,0.042816764,-2.663096151,0.383457313,-3.264428679,0,0,0,34,,,,6066
household_presence_children(2_Children),dolhh,75909,3.749992099,3.732434241,4.018336993,4.229748389,-5.413306728,-4.998202653,3.210122213,3.368566079,-4.703599754,0.064767899,93.52321008,96.76160504,-0.158443866,-0.158443866,-2.651119341,-6.32523152,-1.475310194,-7.671978698,-1.475310194,-7.671978698,-0.742618071,-9.15170572,0,0,0,36,462331,,,2641
household_presence_children(2_Children),dolocc,,2.590975769,2.590975769,2.627784899,2.665298252,-1.407473004,-1.407473004,2.376514993,2.418551237,-1.738075402,0.23070317,76.929683,88.4648415,-0.042036244,-0.042036244,-0.529063853,-2.912674649,-0.106867431,-3.578176215,-0.106867431,-3.578176215,0.301830422,-4.243978885,0,0,0,36,,,,1022
household_presence_children(2_Children),occ,,2.149154226,2.139135547,2.22385857,2.256226318,-1.878642553,-1.434596693,1.925446844,1.940912496,-0.796823779,0.704444624,29.55553758,64.77776879,-0.015465652,-0.015465652,1.139336432,-2.677539404,1.863976464,-3.40620451,1.863976464,-3.40620451,2.449364954,-4.004464147,0,0,0,36,,,,1022
household_presence_children(2_Children),pen,,0.673440792,0.673427788,0.687621391,0.703414969,-2.247120501,-2.245271764,0.701532908,0.717649051,-2.245685816,0.111948448,88.80515521,94.40257761,-0.016116143,-0.016116143,-1.222790127,-3.465769966,-0.727168805,-3.967448578,-0.727168805,-3.967448578,-0.289297081,-4.407938302,0,0,0,36,,,,2641
household_presence_children(Morethan_3_Child),dolhh,76318,4.073571132,4.015823032,4.372166851,4.522148919,-4.593616265,-3.316610542,3.514628811,3.610716504,-2.661180753,0.311241968,68.8758032,84.4379016,-0.096087693,-0.096087693,-0.704365506,-4.559562504,0.14549936,-5.881446693,0.14549936,-5.881446693,1.179699631,-6.720104277,0,0,0,32,452633,,,2570
household_presence_children(Morethan_3_Child),dolocc,,2.40632625,2.40632625,2.585477042,2.562543264,0.894961608,0.894961608,2.352374909,2.31026532,1.822716597,0.298414824,70.15851755,85.07925878,0.042109589,0.042109589,3.685333871,0.134723354,4.263510474,-0.474839546,4.263510474,-0.474839546,4.721173634,-0.90014281,0,0,0,32,,,,1056
household_presence_children(Morethan_3_Child),occ,,2.27947726,2.246762293,2.287872872,2.433844327,-7.341735883,-5.997567438,1.976298451,2.109287016,-6.304906065,0.000904864,99.90951359,99.9547568,-0.132988565,-0.132988565,-4.798345404,-7.79378574,-4.062181742,-8.852483446,-4.062181742,-8.852483446,-3.436609964,-9.796525041,0,0,0,32,,,,1056
household_presence_children(Morethan_3_Child),pen,,0.742652302,0.742785399,0.739135655,0.72511455,1.951995255,1.933639929,0.75599667,0.741013227,2.022020901,0.100768032,89.9231968,94.9615984,0.014983442,0.014983442,3.12779773,1.062167072,3.539916042,0.690277623,3.539916042,0.690277623,4.040392535,-0.351986012,0,0,0,32,,,,2570
household_presence_children(No_Children),dolhh,606890,3.98121811,3.949628132,4.088776844,4.062558617,-0.132225814,0.645362421,3.262158638,3.22873018,1.035343811,0.43943939,56.05606098,78.02803049,0.033428458,0.033428458,2.18231923,-0.18580478,3.027781753,-0.620282384,3.027781753,-0.620282384,3.69362774,-0.921699175,0,0,0,33,3822269,,,15329
household_presence_children(No_Children),dolocc,,2.698516348,2.698516348,2.730267978,2.675829226,2.03446286,2.03446286,2.47053332,2.422936923,1.964409252,8.88E-05,99.99111508,99.99555754,0.047596397,0.047596397,2.416938855,1.516529841,2.620123064,1.324517512,2.620123064,1.324517512,2.81349248,1.17505729,0,0,0,33,,,,5955
household_presence_children(No_Children),occ,,2.194516218,2.176940875,2.203434659,2.241685663,-2.490373557,-1.706350004,1.905687666,1.929681217,-1.24339455,0.272523826,72.74761739,86.37380869,-0.023993551,-0.023993551,-0.435873922,-2.233757162,0.465122654,-2.526137111,0.465122654,-2.526137111,1.127265837,-2.760635857,0,0,0,33,,,,5955
household_presence_children(No_Children),pen,,0.67228299,0.672333263,0.679654124,0.677295842,0.355613521,0.348190837,0.692887121,0.690577452,0.334454832,0.633738109,36.62618915,68.31309457,0.00230967,0.00230967,0.955447652,-0.308952459,1.116865371,-0.700483569,1.116865371,-0.700483569,1.240833302,-1.09267667,0,0,0,33,,,,15329
